participant,bias_source,cond,contrast_level,stim,response_non_zero,prop_zero,response,response_pred,hurdle_prob,response_pred_non_zero,model_name
001,baserate,control,absent,0,0.007874,0.98,1.5748000000000002e-4,0.0011559701186876201,0.91995,0.01481943255907342,simple
001,baserate,control,high,0.0263968280998789,0.02596308888888889,0.1,0.02336678,0.012865446492414433,0.387775,0.021056541294341716,simple
001,baserate,control,low,0.02041701636305705,0.021343583333333332,0.76,0.00512246,0.008723382943125845,0.548325,0.019382537475582697,simple
001,baserate,present,absent,0,0.010919,0.9,0.0010919,0.0011504901317514037,0.918825,0.014526824969862536,simple
001,baserate,present,high,0.0263968280998789,0.01879044155844156,0.14444444444444443,0.016076266666666665,0.012750494444514515,0.39507499999999995,0.021123180112657628,simple
001,baserate,present,low,0.02041701636305705,0.014487695652173914,0.7444444444444445,0.0037024111111111113,0.008715899093910061,0.5521,0.019527554802190452,simple
002,baserate,control,absent,0,0.020142780821917807,0.27,0.01470423,0.00989705417622467,0.4174,0.017164554102668594,simple
002,baserate,control,high,0.04162049268421666,0.024352652173913043,0.08,0.02240444,0.027804620077053362,0.0089500000000000135,0.02805913929590443,simple
002,baserate,control,low,0.02453830814328067,0.021601225,0.2,0.01728098,0.022106080796706538,0.05005000000000004,0.02329052459436645,simple
002,baserate,present,absent,0,0.020672176470588235,0.15,0.01757135,0.009791802758700984,0.419025,0.01701534242558118,simple
002,baserate,present,high,0.04162049268421666,0.027445752808988765,0.011111111111111112,0.0271408,0.027776726207840167,0.009425000000000017,0.028044323106504218,simple
002,baserate,present,low,0.02453830814328067,0.022347166666666668,0.06666666666666667,0.020857355555555554,0.022149816175442417,0.048799999999999955,0.023303916048862502,simple
003,baserate,control,absent,0,0.001521,0.99,1.521e-5,9.78278293108982e-4,0.94595,0.01823349120467796,simple
003,baserate,control,high,0.02625353566363624,0.022353846153846155,0.48,0.011624,0.01259983509534394,0.49870000000000003,0.025148416476436033,simple
003,baserate,control,low,0.01986107383465312,0.017182666666666666,0.88,0.00206192,0.0077387046843365274,0.667825,0.023315896043671767,simple
003,baserate,present,absent,0,0.0208468,0.75,0.0052117,0.0010260277362809682,0.9445,0.018598061412667025,simple
003,baserate,present,high,0.02625353566363624,0.025500448979591837,0.45555555555555555,0.013883577777777777,0.01248777103961206,0.501125,0.025040137630183097,simple
003,baserate,present,low,0.01986107383465312,0.02554252777777778,0.6,0.010217011111111111,0.00782206164530559,0.6668000000000001,0.02349269417062853,simple
004,baserate,control,absent,0,0.014018533333333333,0.85,0.00210278,0.0019101905782698307,0.872925,0.015345171089611384,simple
004,baserate,control,high,0.02344651388978911,0.02298997142857143,0.3,0.01609298,0.013502441748024,0.35105,0.020849444422200013,simple
004,baserate,control,low,0.01686411403611604,0.021399428571428573,0.72,0.00599184,0.009141313707891017,0.523075,0.019248898625033355,simple
004,baserate,present,absent,0,0.012984,0.55,0.0058427999999999996,0.0018786854057019373,0.87375,0.015203664602226512,simple
004,baserate,present,high,0.02344651388978911,0.019098375,0.37777777777777777,0.011883433333333334,0.013681692078437209,0.34904999999999997,0.02106404965166907,simple
004,baserate,present,low,0.01686411403611604,0.018144833333333332,0.4666666666666667,0.009677244444444445,0.009054780983147983,0.5262249999999999,0.019184577593763533,simple
005,baserate,control,absent,0,0.004848333333333333,0.97,1.4544999999999998e-4,8.871391511181215e-4,0.933325,0.013830553731344213,simple
005,baserate,control,high,0.03599439718365838,0.023602933333333333,0.1,0.02124264,0.017649309732773334,0.21130000000000004,0.022406245324405667,simple
005,baserate,control,low,0.02324174072546338,0.015585214285714286,0.72,0.00436386,0.009077902299569717,0.5204500000000001,0.019005823275433324,simple
005,baserate,present,high,0.03599439718365838,0.022595072289156626,0.07777777777777778,0.02083767777777778,0.017626372767661144,0.21245000000000003,0.02240625793174179,simple
005,baserate,present,low,0.02324174072546338,0.017661,0.5222222222222223,0.008438033333333332,0.009126486867265728,0.517725,0.019004059117840044,simple
006,baserate,control,absent,0,0.015424333333333333,0.85,0.00231365,0.0012424524416736657,0.91945,0.01569996599319354,simple
006,baserate,control,high,0.02806620238913238,0.021861714285714286,0.16,0.01836384,0.014545197822857306,0.354525,0.022562389270132488,simple
006,baserate,control,low,0.02261955189510469,0.021333125,0.68,0.0068266,0.010584196264101056,0.49582499999999996,0.02103725958244841,simple
006,baserate,present,absent,0,0.021261,0.95,0.0010630499999999998,0.0012282665648801862,0.9194,0.015505710459052106,simple
006,baserate,present,high,0.02806620238913238,0.022317828571428572,0.2222222222222222,0.01735831111111111,0.014529820030915564,0.35392500000000005,0.022516064288890577,simple
006,baserate,present,low,0.02261955189510469,0.020558310344827586,0.6777777777777778,0.006624344444444445,0.010646742900626564,0.49555000000000005,0.021147581173355207,simple
007,baserate,control,absent,0,0.0020295555555555557,0.91,1.8266000000000002e-4,3.7536372310340883e-4,0.96235,0.011271618552332953,simple
007,baserate,control,high,0.02541943127985814,0.0180735,0.68,0.0057835199999999995,0.006646271504889254,0.586425,0.016282254659969523,simple
007,baserate,control,low,0.02211985144306279,0.007020363636363636,0.78,0.00154448,0.005053946254465449,0.670275,0.015585950019933256,simple
007,baserate,present,absent,0,0.0042515,0.8,8.503e-4,4.0283914468875647e-4,0.960725,0.011439583152620609,simple
007,baserate,present,high,0.02541943127985814,0.017492285714285714,0.45555555555555555,0.009523577777777778,0.0067630010780493155,0.58115000000000006,0.01634963119883073,simple
