participant,bias_source,cond,contrast_level,stim,response_non_zero,prop_zero,response,response_pred,hurdle_prob,response_pred_non_zero,model_name
001,baserate,control,absent,0,0.03594016816160904,0.92,0.002875213452928723,0.003002065767868807,0.9173,0.036310798186182894,simple
001,baserate,control,high,0.05117611553781785,0.05833204285184346,0.16,0.0489989159955485,0.04841015934658486,0.11422500000000002,0.05465297045234391,simple
001,baserate,control,low,0.03309817515779713,0.05139546068939176,0.68,0.016446547420605365,0.02996250789507727,0.37855000000000005,0.0482143073841026,simple
001,baserate,present,absent,0,0.03803763795442263,0.65,0.013313173284047922,0.003081940951320578,0.9151,0.03630659904015739,simple
001,baserate,present,high,0.05117611553781785,0.05309296400065245,0.022222222222222223,0.051913120356193505,0.04870618905354601,0.110425,0.05475220083022343,simple
001,baserate,present,low,0.03309817515779713,0.046912039219943955,0.35555555555555557,0.03023220305285277,0.029972477461071168,0.377275,0.048132165227753376,simple
002,baserate,control,absent,0,0.013123182489522477,0.97,3.936954746856743e-4,0.006951784425768321,0.7376499999999999,0.026631056569945747,simple
002,baserate,control,high,0.03072861688428858,0.03576105501688283,0.3,0.02503273851181798,0.03121399015221618,0.157725,0.03706630885506636,simple
002,baserate,control,low,0.02202532891836582,0.030448319638274723,0.74,0.007916563105951428,0.024474953915015495,0.28280000000000005,0.034145648572648145,simple
002,baserate,present,absent,0,0.03400818852786131,0,0.03400818852786131,0.0069781965137412074,0.73595,0.026549863603239816,simple
002,baserate,present,high,0.03072861688428858,0.03456925600613886,0,0.03456925600613886,0.03138738653893482,0.156675,0.037227380238592726,simple
002,baserate,present,low,0.02202532891836582,0.03603539815182849,0,0.03603539815182849,0.02431691407141799,0.28512499999999996,0.03403320094194055,simple
003,baserate,control,absent,0,0.016586789410358238,0.82,0.0029856220938644824,0.004371054733168643,0.7448,0.018061371807313972,simple
003,baserate,control,high,0.03110808128354102,0.02655993873354772,0.04,0.025497541184205812,0.022780127524735887,0.15717499999999995,0.027143557437010312,simple
003,baserate,control,low,0.02096873878369843,0.02275084682413629,0.6,0.009100338729654515,0.01626439903131307,0.31205000000000005,0.02386977106545761,simple
003,baserate,present,absent,0,0.019149895528016415,0.45,0.01053244254040903,0.004361212255712052,0.7451749999999999,0.01804002045521201,simple
003,baserate,present,high,0.03110808128354102,0.026628407960297674,0.022222222222222223,0.026036665561179947,0.022828603641953587,0.15585000000000004,0.02714720201304982,simple
003,baserate,present,low,0.02096873878369843,0.020997258231710277,0.2111111111111111,0.016564503716126996,0.016348111067886136,0.31057500000000005,0.02393568149807664,simple
004,baserate,control,absent,0,0.006285698999821386,0.96,2.514279599928555e-4,0.003947482210151285,0.867675,0.029885317755147075,simple
004,baserate,control,high,0.03598122617971382,0.04335522827937335,0.7,0.013006568483812006,0.033129662473653496,0.22399999999999998,0.042694656180323524,simple
004,baserate,control,low,0.03297033120121381,0.037176890100757295,0.78,0.008178915822166606,0.030396370111356406,0.269725,0.04162513561771898,simple
004,baserate,present,absent,0,0.03829828969917405,0.05,0.03638337521421535,0.003937461136190237,0.8684499999999999,0.029979178101427178,simple
004,baserate,present,high,0.03598122617971382,0.0461730283555979,0.022222222222222223,0.045146961058806834,0.03314483954897011,0.22507500000000003,0.04277317799371653,simple
004,baserate,present,low,0.03297033120121381,0.03789164726764223,0.022222222222222223,0.03704961066169462,0.030227384788159898,0.27264999999999995,0.04156093721254916,simple
005,baserate,control,absent,0,0.02133532444621016,0.55,0.009600896000794572,0.013134610309566953,0.49444999999999995,0.026120841572928908,simple
005,baserate,control,high,0.02730687394083585,0.0408899161246158,0,0.0408899161246158,0.03245085791413056,0.08209999999999995,0.035364711450793555,simple
005,baserate,control,low,0.01720629424627999,0.027172074224448346,0.24,0.020650776410580742,0.026202025795737216,0.17562500000000003,0.031817060098397396,simple
005,baserate,present,absent,0,0.024977642747733484,0.35,0.016235467786026764,0.013260700564054111,0.49192499999999995,0.026238648467174514,simple
005,baserate,present,high,0.02730687394083585,0.03916453051511789,0.011111111111111112,0.03872936906494991,0.03257299677727694,0.08194999999999997,0.035493596897472335,simple
005,baserate,present,low,0.01720629424627999,0.027845644195784964,0.17777777777777778,0.02289530744986764,0.026076628194161938,0.17864999999999998,0.03178521913389335,simple
006,baserate,control,absent,0,0.013820316391274736,0.97,4.1460949173824206e-4,0.00516620846884986,0.777475,0.023464193771339382,simple
006,baserate,control,high,0.03449333922969967,0.039326169022584956,0.16,0.03303398197897136,0.029902207088184498,0.14837500000000003,0.035123592393730106,simple
006,baserate,control,low,0.02905007138767517,0.03482582345909376,0.34,0.02298504348300188,0.02599208377635872,0.21562499999999996,0.033160821203540906,simple
006,baserate,present,absent,0,0.034592629750060666,0.4,0.0207555778500364,0.005212031823658064,0.778475,0.023747941726441516,simple
006,baserate,present,high,0.03449333922969967,0.031935983970622084,0.06666666666666667,0.029806918372580614,0.029987903014998863,0.14680000000000004,0.03516267757312203,simple
006,baserate,present,low,0.02905007138767517,0.03171547013545421,0.06666666666666667,0.029601105459757266,0.026062199811884457,0.21277500000000005,0.033128331838512756,simple
008,baserate,control,absent,0,0.007874015748031496,0.99,7.874015748031496e-5,0.006923158694891549,0.72875,0.025687148108209084,simple
008,baserate,control,high,0.03537892473076895,0.04910839439363469,0.12,0.04321538706639852,0.03343383981111262,0.10677499999999995,0.03743861249280877,simple
008,baserate,control,low,0.02622041884307685,0.045458164941867406,0.5,0.022729082470933703,0.02702518564199823,0.21252499999999996,0.03433479339633168,simple
