parameter,rhat,experiment,condition,model_name
"r_participant[219,Intercept]",1.0056194156687048,exp1,payoff,simple
"r_participant[220,Intercept]",1.0049245485270037,exp1,payoff,simple
"r_participant[221,Intercept]",1.0044100652110692,exp1,payoff,simple
"r_participant[222,Intercept]",1.0048642908243437,exp1,payoff,simple
"r_participant[223,Intercept]",1.0030004502283092,exp1,payoff,simple
"r_participant[224,Intercept]",1.005317068496034,exp1,payoff,simple
"r_participant[225,Intercept]",1.0037926641787496,exp1,payoff,simple
"r_participant[226,Intercept]",1.0040760615914954,exp1,payoff,simple
"r_participant[227,Intercept]",1.0044683128270697,exp1,payoff,simple
"r_participant[228,Intercept]",1.0038315211464373,exp1,payoff,simple
"r_participant[229,Intercept]",1.0051389495078478,exp1,payoff,simple
"r_participant[230,Intercept]",1.004552270184011,exp1,payoff,simple
"r_participant[231,Intercept]",1.004818884486202,exp1,payoff,simple
"r_participant[232,Intercept]",1.0052715750345207,exp1,payoff,simple
"r_participant[233,Intercept]",1.0045557387614075,exp1,payoff,simple
"r_participant[234,Intercept]",1.004650275593988,exp1,payoff,simple
"r_participant[235,Intercept]",1.0046861942169298,exp1,payoff,simple
"r_participant[236,Intercept]",1.0038574294711822,exp1,payoff,simple
"r_participant[237,Intercept]",1.0047552428038486,exp1,payoff,simple
"r_participant__hu[171,Intercept]",1.0023719519819592,exp1,payoff,simple
"r_participant__hu[172,Intercept]",1.0025139248795543,exp1,payoff,simple
"r_participant__hu[173,Intercept]",1.0028407135391184,exp1,payoff,simple
"r_participant__hu[174,Intercept]",1.0023984789548148,exp1,payoff,simple
"r_participant__hu[175,Intercept]",1.0021870506158188,exp1,payoff,simple
"r_participant__hu[176,Intercept]",1.002659189907844,exp1,payoff,simple
"r_participant__hu[177,Intercept]",1.0019852575451058,exp1,payoff,simple
"r_participant__hu[178,Intercept]",1.0020275934147749,exp1,payoff,simple
"r_participant__hu[179,Intercept]",1.0021812590925052,exp1,payoff,simple
"r_participant__hu[181,Intercept]",1.0018543369193686,exp1,payoff,simple
"r_participant__hu[182,Intercept]",1.00242329801054,exp1,payoff,simple
"r_participant__hu[183,Intercept]",1.002783137908402,exp1,payoff,simple
"r_participant__hu[184,Intercept]",1.0026528167926,exp1,payoff,simple
"r_participant__hu[185,Intercept]",1.00244419474014,exp1,payoff,simple
"r_participant__hu[186,Intercept]",1.002371031003484,exp1,payoff,simple
"r_participant__hu[187,Intercept]",1.0019603260035346,exp1,payoff,simple
"r_participant__hu[188,Intercept]",1.0024880213629233,exp1,payoff,simple
"r_participant__hu[189,Intercept]",1.002300754642869,exp1,payoff,simple
"r_participant__hu[190,Intercept]",1.0024506776196291,exp1,payoff,simple
"r_participant__hu[191,Intercept]",1.0021158298960993,exp1,payoff,simple
"r_participant__hu[192,Intercept]",1.0020232096169917,exp1,payoff,simple
"r_participant__hu[193,Intercept]",1.0023830694519305,exp1,payoff,simple
"r_participant__hu[195,Intercept]",1.0021039519576365,exp1,payoff,simple
"r_participant__hu[196,Intercept]",1.0018363682638514,exp1,payoff,simple
"r_participant__hu[197,Intercept]",1.002581434438932,exp1,payoff,simple
"r_participant__hu[198,Intercept]",1.0027684267686559,exp1,payoff,simple
"r_participant__hu[199,Intercept]",1.0025101327719543,exp1,payoff,simple
"r_participant__hu[200,Intercept]",1.0022883627655181,exp1,payoff,simple
"r_participant__hu[201,Intercept]",1.0029608885082635,exp1,payoff,simple
"r_participant__hu[202,Intercept]",1.0022613462273873,exp1,payoff,simple
"r_participant__hu[203,Intercept]",1.0019709868804096,exp1,payoff,simple
"r_participant__hu[204,Intercept]",1.0023825285249148,exp1,payoff,simple
"r_participant__hu[206,Intercept]",1.002242335721183,exp1,payoff,simple
"r_participant__hu[207,Intercept]",1.0019466474425194,exp1,payoff,simple
"r_participant__hu[208,Intercept]",1.0022215507297298,exp1,payoff,simple
"r_participant__hu[209,Intercept]",1.002561618236604,exp1,payoff,simple
"r_participant__hu[210,Intercept]",1.0029001056051252,exp1,payoff,simple
"r_participant__hu[211,Intercept]",1.0024836933607124,exp1,payoff,simple
"r_participant__hu[212,Intercept]",1.0021895266822454,exp1,payoff,simple
"r_participant__hu[213,Intercept]",1.0026022105845527,exp1,payoff,simple
"r_participant__hu[214,Intercept]",1.0017898679776454,exp1,payoff,simple
"r_participant__hu[215,Intercept]",1.0025246153955552,exp1,payoff,simple
"r_participant__hu[216,Intercept]",1.0023568738504547,exp1,payoff,simple
"r_participant__hu[217,Intercept]",1.0019061356996615,exp1,payoff,simple
"r_participant__hu[218,Intercept]",1.002240869585422,exp1,payoff,simple
"r_participant__hu[219,Intercept]",1.0020106799136883,exp1,payoff,simple
"r_participant__hu[220,Intercept]",1.0025536435323845,exp1,payoff,simple
"r_participant__hu[221,Intercept]",1.0028297033266598,exp1,payoff,simple
"r_participant__hu[222,Intercept]",1.0022886216145488,exp1,payoff,simple
"r_participant__hu[223,Intercept]",1.0020312336715695,exp1,payoff,simple
"r_participant__hu[224,Intercept]",1.0021433866871443,exp1,payoff,simple
"r_participant__hu[225,Intercept]",1.0023416399305733,exp1,payoff,simple
"r_participant__hu[226,Intercept]",1.0018300791902344,exp1,payoff,simple
"r_participant__hu[227,Intercept]",1.0023327906215465,exp1,payoff,simple
"r_participant__hu[228,Intercept]",1.0025910374352438,exp1,payoff,simple
"r_participant__hu[229,Intercept]",1.0019837819700002,exp1,payoff,simple
"r_participant__hu[230,Intercept]",1.0030458633097161,exp1,payoff,simple
"r_participant__hu[231,Intercept]",1.0022834579552833,exp1,payoff,simple
"r_participant__hu[232,Intercept]",1.0020934926074077,exp1,payoff,simple
"r_participant__hu[233,Intercept]",1.0022609546239436,exp1,payoff,simple
"r_participant__hu[234,Intercept]",1.0025156412074703,exp1,payoff,simple
"r_participant__hu[235,Intercept]",1.0027888534693996,exp1,payoff,simple
"r_participant__hu[236,Intercept]",1.0025999239470138,exp1,payoff,simple
"r_participant__hu[237,Intercept]",1.0021997982167712,exp1,payoff,simple
lprior,1.0035703334591493,exp1,payoff,simple
lp__,1.000665125380323,exp1,payoff,simple
"z_1[1,1]",1.0052298726754794,exp1,payoff,simple
"z_1[1,2]",1.0045413830938499,exp1,payoff,simple
"z_1[1,3]",1.004469732701314,exp1,payoff,simple
"z_1[1,4]",1.0036263359922386,exp1,payoff,simple
"z_1[1,5]",1.0044560816307924,exp1,payoff,simple
"z_1[1,6]",1.0048239471076594,exp1,payoff,simple
"z_1[1,7]",1.0049421396324711,exp1,payoff,simple
"z_1[1,8]",1.0030353715976346,exp1,payoff,simple
"z_1[1,9]",1.0046595198307813,exp1,payoff,simple
"z_1[1,10]",1.0049113712128808,exp1,payoff,simple
"z_1[1,11]",1.0033792353643498,exp1,payoff,simple
"z_1[1,12]",1.0044639383088023,exp1,payoff,simple
"z_1[1,13]",1.0036500437306464,exp1,payoff,simple
"z_1[1,14]",1.003394867349597,exp1,payoff,simple
"z_1[1,15]",1.0041519146937208,exp1,payoff,simple
"z_1[1,16]",1.005388333136564,exp1,payoff,simple
"z_1[1,17]",1.0042068242821416,exp1,payoff,simple
"z_1[1,18]",1.0038465154233052,exp1,payoff,simple
"z_1[1,19]",1.0043270976430483,exp1,payoff,simple
"z_1[1,20]",1.0047728166957925,exp1,payoff,simple
"z_1[1,21]",1.004036503780314,exp1,payoff,simple
"z_1[1,22]",1.0023390351495445,exp1,payoff,simple
"z_1[1,23]",1.0031297716752186,exp1,payoff,simple
"z_1[1,24]",1.002322608831922,exp1,payoff,simple
"z_1[1,25]",1.0052556968033624,exp1,payoff,simple
"z_1[1,26]",1.0041471934036252,exp1,payoff,simple
"z_1[1,27]",1.0040564722547898,exp1,payoff,simple
"z_1[1,28]",1.0032804980739003,exp1,payoff,simple
"z_1[1,29]",1.004465270192494,exp1,payoff,simple
"z_1[1,30]",1.004286771236772,exp1,payoff,simple
"z_1[1,31]",1.004862399000597,exp1,payoff,simple
"z_1[1,32]",1.0045411460675004,exp1,payoff,simple
"z_1[1,33]",1.0026105688736586,exp1,payoff,simple
"z_1[1,34]",1.0027964299532144,exp1,payoff,simple
"z_1[1,35]",1.003333911017618,exp1,payoff,simple
"z_1[1,36]",1.0042490488652167,exp1,payoff,simple
"z_1[1,37]",1.0046262073548726,exp1,payoff,simple
"z_1[1,38]",1.004369560955089,exp1,payoff,simple
"z_1[1,39]",1.0040465830489465,exp1,payoff,simple
"z_1[1,40]",1.0049445709367129,exp1,payoff,simple
"z_1[1,41]",1.0023217871278112,exp1,payoff,simple
"z_1[1,42]",1.0041018376446145,exp1,payoff,simple
"z_1[1,43]",1.0051372680639268,exp1,payoff,simple
"z_1[1,44]",1.0029770550566046,exp1,payoff,simple
"z_1[1,45]",1.00461158368219,exp1,payoff,simple
"z_1[1,46]",1.0055946193567766,exp1,payoff,simple
"z_1[1,47]",1.0049245520904522,exp1,payoff,simple
"z_1[1,48]",1.0044026382456044,exp1,payoff,simple
"z_1[1,49]",1.0048970840371731,exp1,payoff,simple
"z_1[1,50]",1.0029827921360233,exp1,payoff,simple
"z_1[1,51]",1.0032834270073516,exp1,payoff,simple
"z_1[1,52]",1.0037282409442587,exp1,payoff,simple
"z_1[1,53]",1.0038885626799385,exp1,payoff,simple
"z_1[1,54]",1.0041046497193704,exp1,payoff,simple
"z_1[1,55]",1.0033628998883295,exp1,payoff,simple
"z_1[1,56]",1.0050379925870356,exp1,payoff,simple
"z_1[1,57]",1.0044568606006794,exp1,payoff,simple
"z_1[1,58]",1.0039786094728858,exp1,payoff,simple
"z_1[1,59]",1.0048120870406818,exp1,payoff,simple
"z_1[1,60]",1.0045596156697714,exp1,payoff,simple
"z_1[1,61]",1.0039253412488278,exp1,payoff,simple
"z_1[1,62]",1.0034283829410577,exp1,payoff,simple
"z_1[1,63]",1.0038859588511924,exp1,payoff,simple
"z_1[1,64]",1.0046996170254405,exp1,payoff,simple
"z_2[1,1]",1.0024659234709972,exp1,payoff,simple
"z_2[1,2]",1.0025030002247817,exp1,payoff,simple
"z_2[1,3]",1.0028495640468496,exp1,payoff,simple
"z_2[1,4]",1.0024704500037878,exp1,payoff,simple
"z_2[1,5]",1.002316642886589,exp1,payoff,simple
"z_2[1,6]",1.0028769147451235,exp1,payoff,simple
"z_2[1,7]",1.0019287814939584,exp1,payoff,simple
"z_2[1,8]",1.001662346113545,exp1,payoff,simple
"z_2[1,9]",1.0022725640358798,exp1,payoff,simple
"z_2[1,10]",1.0019592894192855,exp1,payoff,simple
"z_2[1,11]",1.00235174470635,exp1,payoff,simple
"z_2[1,12]",1.0026513619723572,exp1,payoff,simple
"z_2[1,13]",1.0023542637736171,exp1,payoff,simple
"z_2[1,14]",1.0025153993579188,exp1,payoff,simple
"z_2[1,15]",1.0022602296526923,exp1,payoff,simple
"z_2[1,16]",1.0021919341145722,exp1,payoff,simple
"z_2[1,17]",1.0026786114623885,exp1,payoff,simple
"z_2[1,18]",1.0024489880178888,exp1,payoff,simple
"z_2[1,19]",1.0024300445149468,exp1,payoff,simple
"z_2[1,20]",1.0023568637876534,exp1,payoff,simple
"z_2[1,21]",1.0020226138563544,exp1,payoff,simple
"z_2[1,22]",1.0017152513829533,exp1,payoff,simple
"z_2[1,23]",1.0022250755866962,exp1,payoff,simple
"z_2[1,24]",1.0014342531151081,exp1,payoff,simple
"z_2[1,25]",1.0024233432810619,exp1,payoff,simple
"z_2[1,26]",1.0027213518383187,exp1,payoff,simple
"z_2[1,27]",1.0025957426399552,exp1,payoff,simple
"z_2[1,28]",1.0024295381180195,exp1,payoff,simple
"z_2[1,29]",1.0030828190915648,exp1,payoff,simple
"z_2[1,30]",1.0018527257864924,exp1,payoff,simple
"z_2[1,31]",1.001796474808601,exp1,payoff,simple
"z_2[1,32]",1.002551459659022,exp1,payoff,simple
"z_2[1,33]",1.0015170930539128,exp1,payoff,simple
"z_2[1,34]",1.0018001084962114,exp1,payoff,simple
"z_2[1,35]",1.002435586505995,exp1,payoff,simple
"z_2[1,36]",1.0025764882124395,exp1,payoff,simple
"z_2[1,37]",1.0029272250645231,exp1,payoff,simple
"z_2[1,38]",1.0026525579775154,exp1,payoff,simple
"z_2[1,39]",1.0020512432984685,exp1,payoff,simple
"z_2[1,40]",1.0025223668217682,exp1,payoff,simple
"z_2[1,41]",1.0014145366387495,exp1,payoff,simple
"z_2[1,42]",1.0023899543434138,exp1,payoff,simple
"z_2[1,43]",1.0025099631416494,exp1,payoff,simple
"z_2[1,44]",1.0016719728337335,exp1,payoff,simple
"z_2[1,45]",1.0020624197259798,exp1,payoff,simple
"z_2[1,46]",1.0017917243261283,exp1,payoff,simple
"z_2[1,47]",1.0026830129509157,exp1,payoff,simple
"z_2[1,48]",1.0029932636853198,exp1,payoff,simple
"z_2[1,49]",1.002443299570822,exp1,payoff,simple
"z_2[1,50]",1.0016839239516802,exp1,payoff,simple
"z_2[1,51]",1.0019408823542035,exp1,payoff,simple
"z_2[1,52]",1.0021290341884599,exp1,payoff,simple
"z_2[1,53]",1.0017078903347274,exp1,payoff,simple
"z_2[1,54]",1.0022008073872395,exp1,payoff,simple
"z_2[1,55]",1.0025909514376996,exp1,payoff,simple
"z_2[1,56]",1.0021363310888536,exp1,payoff,simple
"z_2[1,57]",1.0030446288586008,exp1,payoff,simple
"z_2[1,58]",1.0023256334795638,exp1,payoff,simple
"z_2[1,59]",1.0022016778620149,exp1,payoff,simple
"z_2[1,60]",1.0023744757533892,exp1,payoff,simple
"z_2[1,61]",1.0025502209388577,exp1,payoff,simple
"z_2[1,62]",1.0027658883549084,exp1,payoff,simple
"z_2[1,63]",1.0021824434355804,exp1,payoff,simple
"z_2[1,64]",1.0021069923815866,exp1,payoff,simple
