parameter,rhat,experiment,condition,model_name
"r_participant__hu[156,condpresent]",0.9999947690237646,exp1,cue,full
"r_participant__hu[157,condpresent]",1.000047896373804,exp1,cue,full
"r_participant__hu[158,condpresent]",1.0000187727188299,exp1,cue,full
"r_participant__hu[159,condpresent]",1.0001122583588495,exp1,cue,full
"r_participant__hu[160,condpresent]",1.0001931304884368,exp1,cue,full
"r_participant__hu[161,condpresent]",1.000006854390035,exp1,cue,full
"r_participant__hu[162,condpresent]",1.0001061331501853,exp1,cue,full
"r_participant__hu[163,condpresent]",1.000143768621321,exp1,cue,full
"r_participant__hu[164,condpresent]",0.9999946099681908,exp1,cue,full
"r_participant__hu[165,condpresent]",1.000406577796645,exp1,cue,full
"r_participant__hu[166,condpresent]",1.0000162890817748,exp1,cue,full
"r_participant__hu[167,condpresent]",0.9999826176808364,exp1,cue,full
"r_participant__hu[168,condpresent]",1.0000196771236634,exp1,cue,full
"r_participant__hu[169,condpresent]",1.0001379726303974,exp1,cue,full
"r_participant__hu[170,condpresent]",0.9999585049153397,exp1,cue,full
lprior,1.0022063234498422,exp1,cue,full
lp__,1.000322212973657,exp1,cue,full
"z_1[1,1]",1.0001394114669868,exp1,cue,full
"z_1[2,1]",1.000055381183473,exp1,cue,full
"z_1[1,2]",1.0004251111113949,exp1,cue,full
"z_1[2,2]",1.0001265781462734,exp1,cue,full
"z_1[1,3]",1.0001732930334488,exp1,cue,full
"z_1[2,3]",1.0000080100156066,exp1,cue,full
"z_1[1,4]",1.0001620546197014,exp1,cue,full
"z_1[2,4]",1.0000738127035704,exp1,cue,full
"z_1[1,5]",1.0001687588270585,exp1,cue,full
"z_1[2,5]",1.0000663434129642,exp1,cue,full
"z_1[1,6]",1.0002156345247455,exp1,cue,full
"z_1[2,6]",1.000028823502542,exp1,cue,full
"z_1[1,7]",1.0000346306245604,exp1,cue,full
"z_1[2,7]",1.0001786748766248,exp1,cue,full
"z_1[1,8]",1.0001558377243773,exp1,cue,full
"z_1[2,8]",0.9999811104162052,exp1,cue,full
"z_1[1,9]",1.0000873692189534,exp1,cue,full
"z_1[2,9]",1.0000548256056538,exp1,cue,full
"z_1[1,10]",0.9999700735031681,exp1,cue,full
"z_1[2,10]",1.0000186638782644,exp1,cue,full
"z_1[1,11]",1.0001680952340295,exp1,cue,full
"z_1[2,11]",1.0000830494765138,exp1,cue,full
"z_1[1,12]",1.0001118663498505,exp1,cue,full
"z_1[2,12]",1.0000631717393063,exp1,cue,full
"z_1[1,13]",1.0000983717288363,exp1,cue,full
"z_1[2,13]",1.0000484638088445,exp1,cue,full
"z_1[1,14]",1.0000261226288516,exp1,cue,full
"z_1[2,14]",0.9999762320598913,exp1,cue,full
"z_1[1,15]",0.9999984034638321,exp1,cue,full
"z_1[2,15]",1.0000310278275928,exp1,cue,full
"z_1[1,16]",1.0003895196107522,exp1,cue,full
"z_1[2,16]",1.000067191675947,exp1,cue,full
"z_1[1,17]",1.0002081474417053,exp1,cue,full
"z_1[2,17]",1.0002294994274277,exp1,cue,full
"z_1[1,18]",1.0001818697780562,exp1,cue,full
"z_1[2,18]",1.0001386520773077,exp1,cue,full
"z_1[1,19]",1.000021573528274,exp1,cue,full
"z_1[2,19]",1.0000858861151056,exp1,cue,full
"z_1[1,20]",1.0001306816156676,exp1,cue,full
"z_1[2,20]",0.9999980938730803,exp1,cue,full
"z_1[1,21]",1.0001930312854086,exp1,cue,full
"z_1[2,21]",1.0001871281697374,exp1,cue,full
"z_1[1,22]",1.000115438707986,exp1,cue,full
"z_1[2,22]",1.0001148255806491,exp1,cue,full
"z_1[1,23]",1.000060910922053,exp1,cue,full
"z_1[2,23]",1.0000133791845986,exp1,cue,full
"z_1[1,24]",1.0001055975485371,exp1,cue,full
"z_1[2,24]",1.0000167209607913,exp1,cue,full
"z_1[1,25]",1.00008655372307,exp1,cue,full
"z_1[2,25]",1.0000657444780612,exp1,cue,full
"z_1[1,26]",1.0003011081349904,exp1,cue,full
"z_1[2,26]",1.0000237684205773,exp1,cue,full
"z_1[1,27]",1.0000101444765421,exp1,cue,full
"z_1[2,27]",1.0000217603755988,exp1,cue,full
"z_1[1,28]",1.0000807244481689,exp1,cue,full
"z_1[2,28]",1.00017802048359,exp1,cue,full
"z_1[1,29]",1.0001227690463963,exp1,cue,full
"z_1[2,29]",1.0000543887117828,exp1,cue,full
"z_1[1,30]",1.0002592855829973,exp1,cue,full
"z_1[2,30]",1.000032591153792,exp1,cue,full
"z_1[1,31]",1.0001410242505637,exp1,cue,full
"z_1[2,31]",0.9999697687526599,exp1,cue,full
"z_1[1,32]",1.00011587508733,exp1,cue,full
"z_1[2,32]",1.0000044269263388,exp1,cue,full
"z_1[1,33]",1.0003466958240521,exp1,cue,full
"z_1[2,33]",1.0000895179293854,exp1,cue,full
"z_1[1,34]",1.0001497075933976,exp1,cue,full
"z_1[2,34]",1.0000025168938933,exp1,cue,full
"z_1[1,35]",1.0000510212625935,exp1,cue,full
"z_1[2,35]",0.9999561700261866,exp1,cue,full
"z_1[1,36]",1.0002110711295271,exp1,cue,full
"z_1[2,36]",1.000026065788274,exp1,cue,full
"z_1[1,37]",1.0001351369378868,exp1,cue,full
"z_1[2,37]",1.0001522093192903,exp1,cue,full
"z_1[1,38]",1.0001805353080473,exp1,cue,full
"z_1[2,38]",0.9999923084223815,exp1,cue,full
"z_1[1,39]",1.000087462128988,exp1,cue,full
"z_1[2,39]",1.0000234374115384,exp1,cue,full
"z_1[1,40]",1.000175486097851,exp1,cue,full
"z_1[2,40]",1.000319897367036,exp1,cue,full
"z_1[1,41]",1.0001780296483886,exp1,cue,full
"z_1[2,41]",1.0000147510222595,exp1,cue,full
"z_1[1,42]",1.000210212547069,exp1,cue,full
"z_1[2,42]",1.0001311082378683,exp1,cue,full
"z_1[1,43]",1.0002046667914553,exp1,cue,full
"z_1[2,43]",1.000021615816617,exp1,cue,full
"z_1[1,44]",1.0000529365454456,exp1,cue,full
"z_1[2,44]",1.0000720928620128,exp1,cue,full
"z_1[1,45]",1.0003191328867853,exp1,cue,full
"z_1[2,45]",1.000071655698118,exp1,cue,full
"z_1[1,46]",1.0000733652195626,exp1,cue,full
"z_1[2,46]",1.0000351464690007,exp1,cue,full
"z_1[1,47]",1.000060936167742,exp1,cue,full
"z_1[2,47]",1.0001284049687038,exp1,cue,full
"z_1[1,48]",1.000071658711978,exp1,cue,full
"z_1[2,48]",1.0000522083992374,exp1,cue,full
"z_1[1,49]",1.0001788414786363,exp1,cue,full
"z_1[2,49]",1.0002978524980006,exp1,cue,full
"z_1[1,50]",1.000089258544529,exp1,cue,full
"z_1[2,50]",0.9999737895183809,exp1,cue,full
"z_1[1,51]",1.0001452608344,exp1,cue,full
"z_1[2,51]",1.0001236000015552,exp1,cue,full
"z_1[1,52]",1.0001151562302708,exp1,cue,full
"z_1[2,52]",1.0000019433758423,exp1,cue,full
"z_1[1,53]",1.0002847305103983,exp1,cue,full
"z_1[2,53]",1.00016328606024,exp1,cue,full
"z_1[1,54]",1.0001633305193736,exp1,cue,full
"z_1[2,54]",1.0000752111021616,exp1,cue,full
"z_1[1,55]",1.0002760997708047,exp1,cue,full
"z_1[2,55]",1.0001011972973612,exp1,cue,full
"z_1[1,56]",1.0000843535748034,exp1,cue,full
"z_1[2,56]",0.9999758915008704,exp1,cue,full
"z_1[1,57]",1.000058260828111,exp1,cue,full
"z_1[2,57]",1.0000238091738254,exp1,cue,full
"z_1[1,58]",1.0000820210802492,exp1,cue,full
"z_1[2,58]",1.0000298527637248,exp1,cue,full
"z_1[1,59]",1.0001795964366118,exp1,cue,full
"z_1[2,59]",0.9999802563216804,exp1,cue,full
"z_1[1,60]",1.0001098308579042,exp1,cue,full
"z_1[2,60]",1.000132124384915,exp1,cue,full
"z_1[1,61]",1.0001473169008968,exp1,cue,full
"z_1[2,61]",0.9999846642086013,exp1,cue,full
"z_1[1,62]",1.0000389703820198,exp1,cue,full
"z_1[2,62]",0.9999848655458479,exp1,cue,full
"z_1[1,63]",1.000261662472653,exp1,cue,full
"z_1[2,63]",1.000215567436498,exp1,cue,full
"z_1[1,64]",1.0001569597476214,exp1,cue,full
"z_1[2,64]",1.000094036416852,exp1,cue,full
"z_1[1,65]",1.0001557685694027,exp1,cue,full
"z_1[2,65]",1.000338006855306,exp1,cue,full
"z_1[1,66]",1.000110088716575,exp1,cue,full
"z_1[2,66]",1.000211106497893,exp1,cue,full
"z_1[1,67]",1.000072424551009,exp1,cue,full
"z_1[2,67]",1.0001247587488946,exp1,cue,full
"z_1[1,68]",1.0000449257382606,exp1,cue,full
"z_1[2,68]",1.0001516863906832,exp1,cue,full
"z_1[1,69]",1.0000739444673956,exp1,cue,full
"z_1[2,69]",1.0000181906409833,exp1,cue,full
"z_1[1,70]",1.000099167806459,exp1,cue,full
"z_1[2,70]",1.0000870431162594,exp1,cue,full
"z_1[1,71]",1.0001396450397086,exp1,cue,full
"z_1[2,71]",1.0004934339270992,exp1,cue,full
"z_1[1,72]",1.0001960692480043,exp1,cue,full
"z_1[2,72]",1.0000637682405835,exp1,cue,full
"z_1[1,73]",1.0002042966459208,exp1,cue,full
"z_1[2,73]",1.0000373811220895,exp1,cue,full
"z_1[1,74]",1.000220089255813,exp1,cue,full
"z_1[2,74]",1.0001336552599238,exp1,cue,full
"z_1[1,75]",1.0001637322855046,exp1,cue,full
"z_1[2,75]",1.0000556033350136,exp1,cue,full
"z_1[1,76]",1.0002122538886522,exp1,cue,full
"z_1[2,76]",1.0002287265364225,exp1,cue,full
"z_1[1,77]",1.0000787308156904,exp1,cue,full
"z_1[2,77]",1.0001168901919586,exp1,cue,full
"z_1[1,78]",1.0001485102528644,exp1,cue,full
"z_1[2,78]",1.0000315956180799,exp1,cue,full
"z_1[1,79]",1.0003594830205809,exp1,cue,full
"z_1[2,79]",1.0000439933944807,exp1,cue,full
"z_1[1,80]",1.0000609285191386,exp1,cue,full
"z_1[2,80]",1.0001413560138248,exp1,cue,full
"z_1[1,81]",1.0002409150278162,exp1,cue,full
"z_1[2,81]",1.0001129343766038,exp1,cue,full
"z_1[1,82]",1.0003217439917378,exp1,cue,full
"z_1[2,82]",1.000086911874497,exp1,cue,full
"z_1[1,83]",1.0002010514847297,exp1,cue,full
"z_1[2,83]",0.999992116672293,exp1,cue,full
"z_1[1,84]",1.0001227195952123,exp1,cue,full
"z_1[2,84]",1.000199994834151,exp1,cue,full
"z_1[1,85]",1.000284235051613,exp1,cue,full
"z_1[2,85]",1.0000463630960497,exp1,cue,full
"z_1[1,86]",1.00001314975133,exp1,cue,full
"z_1[2,86]",1.0000695833976225,exp1,cue,full
"z_1[1,87]",1.0001834594027523,exp1,cue,full
"z_1[2,87]",1.000054128994158,exp1,cue,full
"z_1[1,88]",1.0000454654468376,exp1,cue,full
"z_1[2,88]",1.000003630723777,exp1,cue,full
"z_1[1,89]",1.0001007926771692,exp1,cue,full
"z_1[2,89]",1.0000491585594427,exp1,cue,full
"z_1[1,90]",1.0001142386170745,exp1,cue,full
"z_1[2,90]",1.0001669914465519,exp1,cue,full
"z_1[1,91]",1.0000543149674894,exp1,cue,full
"z_1[2,91]",1.0000310240119752,exp1,cue,full
"z_1[1,92]",1.0002186614546038,exp1,cue,full
"z_1[2,92]",1.0000693227503261,exp1,cue,full
"z_1[1,93]",1.0001970485250389,exp1,cue,full
"z_1[2,93]",1.0000722640618214,exp1,cue,full
"z_1[1,94]",1.0001891186145075,exp1,cue,full
"z_1[2,94]",1.0000800506338332,exp1,cue,full
"z_1[1,95]",1.0001638220879274,exp1,cue,full
"z_1[2,95]",1.0001881387348175,exp1,cue,full
"z_1[1,96]",1.000046867800466,exp1,cue,full
"z_1[2,96]",1.0000404897048507,exp1,cue,full
"z_1[1,97]",1.0000629659155431,exp1,cue,full
"z_1[2,97]",1.0000610427164125,exp1,cue,full
"z_1[1,98]",1.000014061267789,exp1,cue,full
"z_1[2,98]",1.0000885489065368,exp1,cue,full
"z_1[1,99]",1.000239584451084,exp1,cue,full
"z_1[2,99]",1.0000676019464767,exp1,cue,full
"z_1[1,100]",1.0001514564913603,exp1,cue,full
"z_1[2,100]",1.0001054254505115,exp1,cue,full
"z_1[1,101]",1.0003212068569525,exp1,cue,full
"z_1[2,101]",1.0002373755625775,exp1,cue,full
"z_1[1,102]",1.0001140602901943,exp1,cue,full
"z_1[2,102]",0.9999738553552463,exp1,cue,full
"z_1[1,103]",1.0001297535328395,exp1,cue,full
"z_1[2,103]",1.0001468513711451,exp1,cue,full
"z_1[1,104]",1.000115986151841,exp1,cue,full
"z_1[2,104]",0.9999867839763509,exp1,cue,full
"z_1[1,105]",1.0002506324702551,exp1,cue,full
"z_1[2,105]",1.0002310823478437,exp1,cue,full
"L_1[1,1]",NA,exp1,cue,full
"L_1[2,1]",1.0002295770328364,exp1,cue,full
"L_1[1,2]",NA,exp1,cue,full
"L_1[2,2]",1.0002295880868768,exp1,cue,full
"z_2[1,1]",1.0007208935800513,exp1,cue,full
"z_2[2,1]",1.0002231877746997,exp1,cue,full
"z_2[1,2]",1.0006800616498586,exp1,cue,full
"z_2[2,2]",1.000016887055548,exp1,cue,full
"z_2[1,3]",1.0006048083185415,exp1,cue,full
"z_2[2,3]",1.0000092347504004,exp1,cue,full
"z_2[1,4]",1.0009629388552457,exp1,cue,full
"z_2[2,4]",1.0000504944228108,exp1,cue,full
"z_2[1,5]",1.000940068922252,exp1,cue,full
"z_2[2,5]",1.0001228895075576,exp1,cue,full
"z_2[1,6]",1.0007945764227801,exp1,cue,full
"z_2[2,6]",1.0001476901127713,exp1,cue,full
"z_2[1,7]",1.0008356847219286,exp1,cue,full
"z_2[2,7]",0.9999909415111928,exp1,cue,full
"z_2[1,8]",1.0010416263928936,exp1,cue,full
"z_2[2,8]",1.0000193311818113,exp1,cue,full
"z_2[1,9]",1.0009458330396876,exp1,cue,full
"z_2[2,9]",0.9999881660692614,exp1,cue,full
"z_2[1,10]",1.0005512325630128,exp1,cue,full
"z_2[2,10]",0.9999985178306097,exp1,cue,full
"z_2[1,11]",1.0009308942244128,exp1,cue,full
"z_2[2,11]",0.9999760746803402,exp1,cue,full
"z_2[1,12]",1.0007119526078765,exp1,cue,full
"z_2[2,12]",1.0001568355723083,exp1,cue,full
"z_2[1,13]",1.000815459722854,exp1,cue,full
"z_2[2,13]",1.0000168625787544,exp1,cue,full
"z_2[1,14]",1.000667116161169,exp1,cue,full
"z_2[2,14]",1.0000074001857984,exp1,cue,full
"z_2[1,15]",1.0003728348915488,exp1,cue,full
"z_2[2,15]",1.000164776757476,exp1,cue,full
"z_2[1,16]",1.0006972989106528,exp1,cue,full
"z_2[2,16]",1.000019561770403,exp1,cue,full
"z_2[1,17]",1.0008123724497306,exp1,cue,full
"z_2[2,17]",1.0002125295436348,exp1,cue,full
"z_2[1,18]",1.0006072554038736,exp1,cue,full
"z_2[2,18]",1.0000397963280332,exp1,cue,full
"z_2[1,19]",1.000552978538217,exp1,cue,full
"z_2[2,19]",0.9999811984110986,exp1,cue,full
"z_2[1,20]",1.0010259914216788,exp1,cue,full
"z_2[2,20]",1.0001493998535909,exp1,cue,full
"z_2[1,21]",1.0007801004434114,exp1,cue,full
"z_2[2,21]",1.0001600214653306,exp1,cue,full
"z_2[1,22]",1.000856801853297,exp1,cue,full
"z_2[2,22]",0.9999618498283938,exp1,cue,full
"z_2[1,23]",1.0008238566332963,exp1,cue,full
"z_2[2,23]",1.000478978242199,exp1,cue,full
"z_2[1,24]",1.0009397173869738,exp1,cue,full
"z_2[2,24]",1.0000386215524748,exp1,cue,full
"z_2[1,25]",1.000688292401613,exp1,cue,full
"z_2[2,25]",1.000046512531941,exp1,cue,full
"z_2[1,26]",1.00066432326876,exp1,cue,full
"z_2[2,26]",1.0001189618108943,exp1,cue,full
"z_2[1,27]",1.0006842242116696,exp1,cue,full
"z_2[2,27]",1.0001677432383371,exp1,cue,full
"z_2[1,28]",1.0007517432672897,exp1,cue,full
"z_2[2,28]",1.0000386387471412,exp1,cue,full
"z_2[1,29]",1.000834744176394,exp1,cue,full
"z_2[2,29]",1.0000644502667075,exp1,cue,full
"z_2[1,30]",1.0009011395796705,exp1,cue,full
"z_2[2,30]",0.9999761625035851,exp1,cue,full
"z_2[1,31]",1.0007078923038781,exp1,cue,full
"z_2[2,31]",1.0000285315787578,exp1,cue,full
"z_2[1,32]",1.0007894277176148,exp1,cue,full
"z_2[2,32]",0.999977073069203,exp1,cue,full
"z_2[1,33]",1.0007271384765721,exp1,cue,full
"z_2[2,33]",0.9999991348715008,exp1,cue,full
"z_2[1,34]",1.000660965825498,exp1,cue,full
"z_2[2,34]",1.0001009220445647,exp1,cue,full
"z_2[1,35]",1.000587197662594,exp1,cue,full
"z_2[2,35]",1.000011333953846,exp1,cue,full
"z_2[1,36]",1.001012712502964,exp1,cue,full
"z_2[2,36]",1.0001132669087842,exp1,cue,full
"z_2[1,37]",1.0012680738927573,exp1,cue,full
"z_2[2,37]",1.0002429181796981,exp1,cue,full
"z_2[1,38]",1.000947339555125,exp1,cue,full
"z_2[2,38]",0.9999862107825613,exp1,cue,full
"z_2[1,39]",1.0007110642751875,exp1,cue,full
"z_2[2,39]",1.0001798623064075,exp1,cue,full
"z_2[1,40]",1.0007323666702825,exp1,cue,full
"z_2[2,40]",1.0000942706408111,exp1,cue,full
"z_2[1,41]",1.0008235754658894,exp1,cue,full
"z_2[2,41]",1.000050942176714,exp1,cue,full
"z_2[1,42]",1.00014827619264,exp1,cue,full
"z_2[2,42]",1.000120611085235,exp1,cue,full
"z_2[1,43]",1.0007057723432946,exp1,cue,full
"z_2[2,43]",0.9999684241999954,exp1,cue,full
"z_2[1,44]",1.0008924095829639,exp1,cue,full
"z_2[2,44]",1.0000343989975262,exp1,cue,full
"z_2[1,45]",1.0009680022462348,exp1,cue,full
"z_2[2,45]",0.9999724434709804,exp1,cue,full
"z_2[1,46]",1.0007425767135956,exp1,cue,full
"z_2[2,46]",1.000003110129107,exp1,cue,full
"z_2[1,47]",1.0009639636891505,exp1,cue,full
"z_2[2,47]",1.0000215456554518,exp1,cue,full
"z_2[1,48]",1.0005962857154045,exp1,cue,full
"z_2[2,48]",1.0001614123899334,exp1,cue,full
"z_2[1,49]",1.0008353136196917,exp1,cue,full
"z_2[2,49]",1.0002141759123573,exp1,cue,full
"z_2[1,50]",1.0008399769396097,exp1,cue,full
"z_2[2,50]",1.0000752885973194,exp1,cue,full
"z_2[1,51]",1.0007527590280827,exp1,cue,full
"z_2[2,51]",1.000050925880568,exp1,cue,full
"z_2[1,52]",1.0010741975412938,exp1,cue,full
"z_2[2,52]",1.0001704008232943,exp1,cue,full
"z_2[1,53]",1.0008900130535907,exp1,cue,full
"z_2[2,53]",1.000114102512747,exp1,cue,full
"z_2[1,54]",1.000951647501118,exp1,cue,full
"z_2[2,54]",1.0000636674175096,exp1,cue,full
"z_2[1,55]",1.000778684140044,exp1,cue,full
"z_2[2,55]",0.9999430613312635,exp1,cue,full
"z_2[1,56]",1.0006341437145985,exp1,cue,full
"z_2[2,56]",1.0000335339084134,exp1,cue,full
"z_2[1,57]",1.0005187653964702,exp1,cue,full
"z_2[2,57]",0.9999760005334413,exp1,cue,full
"z_2[1,58]",1.00075007108978,exp1,cue,full
"z_2[2,58]",1.000121225366491,exp1,cue,full
"z_2[1,59]",1.001110662179006,exp1,cue,full
"z_2[2,59]",1.0000611941975577,exp1,cue,full
"z_2[1,60]",1.0008519035911052,exp1,cue,full
"z_2[2,60]",1.0000111847576496,exp1,cue,full
"z_2[1,61]",1.0011182261483995,exp1,cue,full
"z_2[2,61]",1.0000787960197308,exp1,cue,full
"z_2[1,62]",1.0008131076621734,exp1,cue,full
"z_2[2,62]",0.9999507335050762,exp1,cue,full
"z_2[1,63]",1.0006461889712135,exp1,cue,full
"z_2[2,63]",1.0002232470129673,exp1,cue,full
"z_2[1,64]",1.0007890316220491,exp1,cue,full
"z_2[2,64]",1.0000975828262937,exp1,cue,full
"z_2[1,65]",1.0007345623436548,exp1,cue,full
"z_2[2,65]",1.0000111074019427,exp1,cue,full
"z_2[1,66]",1.0006271074648776,exp1,cue,full
"z_2[2,66]",1.0000474600325775,exp1,cue,full
"z_2[1,67]",1.0007962820544283,exp1,cue,full
"z_2[2,67]",1.0000559383161833,exp1,cue,full
"z_2[1,68]",1.0008986294853472,exp1,cue,full
"z_2[2,68]",1.0000292270425066,exp1,cue,full
"z_2[1,69]",1.0007885243232444,exp1,cue,full
"z_2[2,69]",1.000045384720699,exp1,cue,full
"z_2[1,70]",1.0009491527376908,exp1,cue,full
"z_2[2,70]",1.0000071081288082,exp1,cue,full
"z_2[1,71]",1.0011764711071431,exp1,cue,full
"z_2[2,71]",1.0000369667496007,exp1,cue,full
"z_2[1,72]",1.0005433580439518,exp1,cue,full
"z_2[2,72]",1.0000545502344553,exp1,cue,full
"z_2[1,73]",1.00108676143771,exp1,cue,full
"z_2[2,73]",1.0001611392530467,exp1,cue,full
"z_2[1,74]",1.0009468948384965,exp1,cue,full
"z_2[2,74]",1.000069175226408,exp1,cue,full
"z_2[1,75]",1.0007466890668466,exp1,cue,full
"z_2[2,75]",1.0000095603055943,exp1,cue,full
"z_2[1,76]",1.0009162628569346,exp1,cue,full
"z_2[2,76]",1.0001347880917721,exp1,cue,full
"z_2[1,77]",1.0008559800081003,exp1,cue,full
"z_2[2,77]",1.0000098073835748,exp1,cue,full
"z_2[1,78]",1.0008754806051687,exp1,cue,full
"z_2[2,78]",0.9999851138529865,exp1,cue,full
"z_2[1,79]",1.0006741492362363,exp1,cue,full
"z_2[2,79]",1.0001348407394433,exp1,cue,full
"z_2[1,80]",1.001131532604359,exp1,cue,full
"z_2[2,80]",1.000172266251924,exp1,cue,full
"z_2[1,81]",1.0010247884859642,exp1,cue,full
"z_2[2,81]",1.0000172563094814,exp1,cue,full
"z_2[1,82]",1.0009126488419944,exp1,cue,full
"z_2[2,82]",1.0001526234961184,exp1,cue,full
"z_2[1,83]",1.0010775748777998,exp1,cue,full
"z_2[2,83]",1.0000289184325428,exp1,cue,full
"z_2[1,84]",1.0009994499546508,exp1,cue,full
"z_2[2,84]",1.0000526254995417,exp1,cue,full
"z_2[1,85]",1.0006441621312379,exp1,cue,full
"z_2[2,85]",1.0000647170029888,exp1,cue,full
"z_2[1,86]",1.0009740604846387,exp1,cue,full
"z_2[2,86]",1.0000788070278506,exp1,cue,full
"z_2[1,87]",1.0007858634524076,exp1,cue,full
"z_2[2,87]",0.9999866834473532,exp1,cue,full
"z_2[1,88]",1.0005587180610764,exp1,cue,full
"z_2[2,88]",1.0002874303602671,exp1,cue,full
"z_2[1,89]",1.0008926091736368,exp1,cue,full
"z_2[2,89]",1.0002126989034965,exp1,cue,full
"z_2[1,90]",1.0007448682424949,exp1,cue,full
"z_2[2,90]",1.0002709869857904,exp1,cue,full
"z_2[1,91]",1.0004786166651745,exp1,cue,full
"z_2[2,91]",1.0000599235301686,exp1,cue,full
"z_2[1,92]",1.0008215319686309,exp1,cue,full
"z_2[2,92]",1.0000606206276412,exp1,cue,full
"z_2[1,93]",1.001174528850498,exp1,cue,full
"z_2[2,93]",1.0000027913739733,exp1,cue,full
"z_2[1,94]",1.0009634129878642,exp1,cue,full
"z_2[2,94]",1.000099543411072,exp1,cue,full
"z_2[1,95]",1.0007539380815709,exp1,cue,full
"z_2[2,95]",1.0001416498709412,exp1,cue,full
"z_2[1,96]",1.000689880001213,exp1,cue,full
"z_2[2,96]",1.000027545818075,exp1,cue,full
"z_2[1,97]",1.0006643410404392,exp1,cue,full
"z_2[2,97]",1.0001827371643024,exp1,cue,full
"z_2[1,98]",1.0006454633506066,exp1,cue,full
"z_2[2,98]",1.0001240369545794,exp1,cue,full
"z_2[1,99]",1.0008604053091141,exp1,cue,full
"z_2[2,99]",1.0000307293422026,exp1,cue,full
"z_2[1,100]",1.0007190282841372,exp1,cue,full
"z_2[2,100]",1.0002782699561112,exp1,cue,full
"z_2[1,101]",1.0007143270409944,exp1,cue,full
"z_2[2,101]",1.0001828904425656,exp1,cue,full
"z_2[1,102]",1.0010267764070573,exp1,cue,full
"z_2[2,102]",1.0000571139713208,exp1,cue,full
"z_2[1,103]",1.0008598527347856,exp1,cue,full
"z_2[2,103]",1.0000191603161255,exp1,cue,full
"z_2[1,104]",1.001139024879269,exp1,cue,full
"z_2[2,104]",1.0002427876993973,exp1,cue,full
"z_2[1,105]",1.0009927106724505,exp1,cue,full
"z_2[2,105]",1.000008876037606,exp1,cue,full
"L_2[1,1]",NA,exp1,cue,full
"L_2[2,1]",1.000280380822118,exp1,cue,full
"L_2[1,2]",NA,exp1,cue,full
"L_2[2,2]",1.0002912049387236,exp1,cue,full
