parameter,rhat,experiment,condition,model_name
"r_participant[056,Intercept]",1.0031052486901475,exp2,baserate,simple
"r_participant[057,Intercept]",1.0030622261751312,exp2,baserate,simple
"r_participant[058,Intercept]",1.0024939655923826,exp2,baserate,simple
"r_participant[059,Intercept]",1.0027442079245392,exp2,baserate,simple
"r_participant[060,Intercept]",1.00334865990028,exp2,baserate,simple
"r_participant[061,Intercept]",1.0028783368168444,exp2,baserate,simple
"r_participant[062,Intercept]",1.00215825639604,exp2,baserate,simple
"r_participant[063,Intercept]",1.0029610915110405,exp2,baserate,simple
"r_participant[064,Intercept]",1.0027568512379619,exp2,baserate,simple
"r_participant__hu[001,Intercept]",1.0027644976511536,exp2,baserate,simple
"r_participant__hu[002,Intercept]",1.0014490664635305,exp2,baserate,simple
"r_participant__hu[003,Intercept]",1.0030113494885708,exp2,baserate,simple
"r_participant__hu[004,Intercept]",1.0027623404728245,exp2,baserate,simple
"r_participant__hu[005,Intercept]",1.0025036223589905,exp2,baserate,simple
"r_participant__hu[006,Intercept]",1.0025648923823134,exp2,baserate,simple
"r_participant__hu[007,Intercept]",1.0025046259689159,exp2,baserate,simple
"r_participant__hu[008,Intercept]",1.0026782351891146,exp2,baserate,simple
"r_participant__hu[009,Intercept]",1.0022934601402484,exp2,baserate,simple
"r_participant__hu[010,Intercept]",1.0027741373472976,exp2,baserate,simple
"r_participant__hu[011,Intercept]",1.0021064408074183,exp2,baserate,simple
"r_participant__hu[012,Intercept]",1.0028585879102,exp2,baserate,simple
"r_participant__hu[013,Intercept]",1.0026224091794649,exp2,baserate,simple
"r_participant__hu[014,Intercept]",1.0022995877797165,exp2,baserate,simple
"r_participant__hu[015,Intercept]",1.0026323351212112,exp2,baserate,simple
"r_participant__hu[016,Intercept]",1.0024203421292956,exp2,baserate,simple
"r_participant__hu[017,Intercept]",1.0022371024522252,exp2,baserate,simple
"r_participant__hu[018,Intercept]",1.0025863438754192,exp2,baserate,simple
"r_participant__hu[019,Intercept]",1.002334178891019,exp2,baserate,simple
"r_participant__hu[020,Intercept]",1.0025307070663414,exp2,baserate,simple
"r_participant__hu[021,Intercept]",1.0030367610844533,exp2,baserate,simple
"r_participant__hu[022,Intercept]",1.003117238277472,exp2,baserate,simple
"r_participant__hu[023,Intercept]",1.0025074327150902,exp2,baserate,simple
"r_participant__hu[024,Intercept]",1.002037703598925,exp2,baserate,simple
"r_participant__hu[026,Intercept]",1.0022569024016574,exp2,baserate,simple
"r_participant__hu[027,Intercept]",1.0022317626634722,exp2,baserate,simple
"r_participant__hu[029,Intercept]",1.0026838590333256,exp2,baserate,simple
"r_participant__hu[030,Intercept]",1.002418027148035,exp2,baserate,simple
"r_participant__hu[031,Intercept]",1.0028294506534665,exp2,baserate,simple
"r_participant__hu[033,Intercept]",1.002293114123199,exp2,baserate,simple
"r_participant__hu[034,Intercept]",1.0027121356544153,exp2,baserate,simple
"r_participant__hu[036,Intercept]",1.0031345588989953,exp2,baserate,simple
"r_participant__hu[037,Intercept]",1.0022886359007508,exp2,baserate,simple
"r_participant__hu[038,Intercept]",1.002055895818251,exp2,baserate,simple
"r_participant__hu[039,Intercept]",1.0029145746035921,exp2,baserate,simple
"r_participant__hu[041,Intercept]",1.0028264592991825,exp2,baserate,simple
"r_participant__hu[042,Intercept]",1.0027379582751628,exp2,baserate,simple
"r_participant__hu[043,Intercept]",1.0026933462211716,exp2,baserate,simple
"r_participant__hu[044,Intercept]",1.002602777089767,exp2,baserate,simple
"r_participant__hu[045,Intercept]",1.002802993659889,exp2,baserate,simple
"r_participant__hu[046,Intercept]",1.002598289359457,exp2,baserate,simple
"r_participant__hu[047,Intercept]",1.0023848601350605,exp2,baserate,simple
"r_participant__hu[048,Intercept]",1.0027556087261957,exp2,baserate,simple
"r_participant__hu[050,Intercept]",1.0029562890884534,exp2,baserate,simple
"r_participant__hu[051,Intercept]",1.0021715841010703,exp2,baserate,simple
"r_participant__hu[052,Intercept]",1.002240528565641,exp2,baserate,simple
"r_participant__hu[053,Intercept]",1.0031196775833935,exp2,baserate,simple
"r_participant__hu[054,Intercept]",1.0023967294422804,exp2,baserate,simple
"r_participant__hu[055,Intercept]",1.0031717680593775,exp2,baserate,simple
"r_participant__hu[056,Intercept]",1.0023976336888951,exp2,baserate,simple
"r_participant__hu[057,Intercept]",1.0026804224992996,exp2,baserate,simple
"r_participant__hu[058,Intercept]",1.0028220667736165,exp2,baserate,simple
"r_participant__hu[059,Intercept]",1.0030423561019264,exp2,baserate,simple
"r_participant__hu[060,Intercept]",1.0024320927766528,exp2,baserate,simple
"r_participant__hu[061,Intercept]",1.0022816144069517,exp2,baserate,simple
"r_participant__hu[062,Intercept]",1.0023785095763935,exp2,baserate,simple
"r_participant__hu[063,Intercept]",1.0033518923056868,exp2,baserate,simple
"r_participant__hu[064,Intercept]",1.0024552835431668,exp2,baserate,simple
lprior,1.0021211866051463,exp2,baserate,simple
lp__,1.0017044388367695,exp2,baserate,simple
"z_1[1,1]",1.003423222817558,exp2,baserate,simple
"z_1[1,2]",1.003767252042403,exp2,baserate,simple
"z_1[1,3]",1.002793783820296,exp2,baserate,simple
"z_1[1,4]",1.0029942401982304,exp2,baserate,simple
"z_1[1,5]",1.00247493621172,exp2,baserate,simple
"z_1[1,6]",1.0029570952034457,exp2,baserate,simple
"z_1[1,7]",1.002525936727605,exp2,baserate,simple
"z_1[1,8]",1.0026104682029051,exp2,baserate,simple
"z_1[1,9]",1.0027245757113132,exp2,baserate,simple
"z_1[1,10]",1.002893810236496,exp2,baserate,simple
"z_1[1,11]",1.0034478914951204,exp2,baserate,simple
"z_1[1,12]",1.0027092640254929,exp2,baserate,simple
"z_1[1,13]",1.002627363162316,exp2,baserate,simple
"z_1[1,14]",1.002559348422492,exp2,baserate,simple
"z_1[1,15]",1.0026446026311784,exp2,baserate,simple
"z_1[1,16]",1.0025917823153025,exp2,baserate,simple
"z_1[1,17]",1.0029563492346243,exp2,baserate,simple
"z_1[1,18]",1.002939251287518,exp2,baserate,simple
"z_1[1,19]",1.002815635053735,exp2,baserate,simple
"z_1[1,20]",1.0022318798416525,exp2,baserate,simple
"z_1[1,21]",1.00195016307176,exp2,baserate,simple
"z_1[1,22]",1.0023121702791447,exp2,baserate,simple
"z_1[1,23]",1.0028856039936742,exp2,baserate,simple
"z_1[1,24]",1.003242164928477,exp2,baserate,simple
"z_1[1,25]",1.002838638721985,exp2,baserate,simple
"z_1[1,26]",1.0035209713836577,exp2,baserate,simple
"z_1[1,27]",1.0027538350239713,exp2,baserate,simple
"z_1[1,28]",1.0028002767248816,exp2,baserate,simple
"z_1[1,29]",1.002846351859146,exp2,baserate,simple
"z_1[1,30]",1.0026888265754845,exp2,baserate,simple
"z_1[1,31]",1.0033522010288878,exp2,baserate,simple
"z_1[1,32]",1.0026907033832402,exp2,baserate,simple
"z_1[1,33]",1.0027581322365213,exp2,baserate,simple
"z_1[1,34]",1.0026202830638717,exp2,baserate,simple
"z_1[1,35]",1.0026148935943815,exp2,baserate,simple
"z_1[1,36]",1.0027330368862597,exp2,baserate,simple
"z_1[1,37]",1.0020197456547304,exp2,baserate,simple
"z_1[1,38]",1.0026286642878028,exp2,baserate,simple
"z_1[1,39]",1.0029284255288955,exp2,baserate,simple
"z_1[1,40]",1.0030674352017828,exp2,baserate,simple
"z_1[1,41]",1.0030326171506379,exp2,baserate,simple
"z_1[1,42]",1.0024531361517581,exp2,baserate,simple
"z_1[1,43]",1.0029549877014259,exp2,baserate,simple
"z_1[1,44]",1.0027676787705635,exp2,baserate,simple
"z_1[1,45]",1.0035076864286936,exp2,baserate,simple
"z_1[1,46]",1.0030525773225094,exp2,baserate,simple
"z_1[1,47]",1.002631886625166,exp2,baserate,simple
"z_1[1,48]",1.0025357116806406,exp2,baserate,simple
"z_1[1,49]",1.0026865680296555,exp2,baserate,simple
"z_1[1,50]",1.0028933303222995,exp2,baserate,simple
"z_1[1,51]",1.0028107111973648,exp2,baserate,simple
"z_1[1,52]",1.002435826073249,exp2,baserate,simple
"z_1[1,53]",1.0027783293897348,exp2,baserate,simple
"z_1[1,54]",1.0033923071827486,exp2,baserate,simple
"z_1[1,55]",1.0028729030969838,exp2,baserate,simple
"z_1[1,56]",1.0023519535435301,exp2,baserate,simple
"z_1[1,57]",1.0027053738436635,exp2,baserate,simple
"z_1[1,58]",1.0026931887758834,exp2,baserate,simple
"z_2[1,1]",1.0026486848031033,exp2,baserate,simple
"z_2[1,2]",1.0024899298250927,exp2,baserate,simple
"z_2[1,3]",1.0023659945865713,exp2,baserate,simple
"z_2[1,4]",1.0032520135218121,exp2,baserate,simple
"z_2[1,5]",1.002328940725528,exp2,baserate,simple
"z_2[1,6]",1.0024332906025255,exp2,baserate,simple
"z_2[1,7]",1.0018087949553416,exp2,baserate,simple
"z_2[1,8]",1.001973241348435,exp2,baserate,simple
"z_2[1,9]",1.001619589650102,exp2,baserate,simple
"z_2[1,10]",1.001909822459055,exp2,baserate,simple
"z_2[1,11]",1.0029708852523282,exp2,baserate,simple
"z_2[1,12]",1.0035311062757966,exp2,baserate,simple
"z_2[1,13]",1.0029730690629068,exp2,baserate,simple
"z_2[1,14]",1.0021766869563877,exp2,baserate,simple
"z_2[1,15]",1.0021539774638077,exp2,baserate,simple
"z_2[1,16]",1.0016692057912433,exp2,baserate,simple
"z_2[1,17]",1.002571543016593,exp2,baserate,simple
"z_2[1,18]",1.0030631196509516,exp2,baserate,simple
"z_2[1,19]",1.0014428854752602,exp2,baserate,simple
"z_2[1,20]",1.0016004035849577,exp2,baserate,simple
"z_2[1,21]",1.002586201375416,exp2,baserate,simple
"z_2[1,22]",1.002533372677531,exp2,baserate,simple
"z_2[1,23]",1.0031965914119472,exp2,baserate,simple
"z_2[1,24]",1.0029805346401488,exp2,baserate,simple
"z_2[1,25]",1.0027750121401837,exp2,baserate,simple
"z_2[1,26]",1.0024418647023092,exp2,baserate,simple
"z_2[1,27]",1.0024202312299428,exp2,baserate,simple
"z_2[1,28]",1.0012661006422563,exp2,baserate,simple
"z_2[1,29]",1.00263859944294,exp2,baserate,simple
"z_2[1,30]",1.0027513948212867,exp2,baserate,simple
"z_2[1,31]",1.0029502882012769,exp2,baserate,simple
"z_2[1,32]",1.0034439097038548,exp2,baserate,simple
"z_2[1,33]",1.0015727630048954,exp2,baserate,simple
"z_2[1,34]",1.0022702442247562,exp2,baserate,simple
"z_2[1,35]",1.0024664818710587,exp2,baserate,simple
"z_2[1,36]",1.0026526705746803,exp2,baserate,simple
"z_2[1,37]",1.001704339200023,exp2,baserate,simple
"z_2[1,38]",1.0019192998895714,exp2,baserate,simple
"z_2[1,39]",1.0031507191924485,exp2,baserate,simple
"z_2[1,40]",1.0030775385453001,exp2,baserate,simple
"z_2[1,41]",1.0030503784082359,exp2,baserate,simple
"z_2[1,42]",1.0019996114688359,exp2,baserate,simple
"z_2[1,43]",1.0027102877498804,exp2,baserate,simple
"z_2[1,44]",1.0019137063358923,exp2,baserate,simple
"z_2[1,45]",1.0029515342600235,exp2,baserate,simple
"z_2[1,46]",1.0032071769947708,exp2,baserate,simple
"z_2[1,47]",1.0020929186122316,exp2,baserate,simple
"z_2[1,48]",1.0013874344084484,exp2,baserate,simple
"z_2[1,49]",1.0029386583334134,exp2,baserate,simple
"z_2[1,50]",1.0029488901269181,exp2,baserate,simple
"z_2[1,51]",1.0020027158678624,exp2,baserate,simple
"z_2[1,52]",1.0016704251288615,exp2,baserate,simple
"z_2[1,53]",1.0024211331527844,exp2,baserate,simple
"z_2[1,54]",1.003064411625699,exp2,baserate,simple
"z_2[1,55]",1.002272634641363,exp2,baserate,simple
"z_2[1,56]",1.0013993150970713,exp2,baserate,simple
"z_2[1,57]",1.0037163173131054,exp2,baserate,simple
"z_2[1,58]",1.0021748344295953,exp2,baserate,simple
