parameter,rhat,experiment,condition,model_name
"r_participant__hu[092,Intercept]",1.0001383004789743,exp2,cue,full
"r_participant__hu[093,Intercept]",1.0000449446789432,exp2,cue,full
"r_participant__hu[095,Intercept]",1.0000693736120527,exp2,cue,full
"r_participant__hu[096,Intercept]",1.000017967186781,exp2,cue,full
"r_participant__hu[097,Intercept]",1.000026029711473,exp2,cue,full
"r_participant__hu[098,Intercept]",1.0000787676862326,exp2,cue,full
"r_participant__hu[099,Intercept]",1.0000904191243296,exp2,cue,full
"r_participant__hu[100,Intercept]",1.0000508784144864,exp2,cue,full
"r_participant__hu[101,Intercept]",1.0001970880449722,exp2,cue,full
"r_participant__hu[102,Intercept]",1.000088839537954,exp2,cue,full
"r_participant__hu[103,Intercept]",1.0000651807506253,exp2,cue,full
"r_participant__hu[104,Intercept]",0.9999932355560172,exp2,cue,full
"r_participant__hu[105,Intercept]",1.0000410489414209,exp2,cue,full
"r_participant__hu[106,Intercept]",1.0000834513129953,exp2,cue,full
"r_participant__hu[107,Intercept]",1.0001161100457965,exp2,cue,full
"r_participant__hu[108,Intercept]",1.0000699706076959,exp2,cue,full
"r_participant__hu[109,Intercept]",1.0001643838433663,exp2,cue,full
"r_participant__hu[110,Intercept]",1.0000582609145248,exp2,cue,full
"r_participant__hu[111,Intercept]",1.0000562305447311,exp2,cue,full
"r_participant__hu[112,Intercept]",0.9999905230343566,exp2,cue,full
"r_participant__hu[113,Intercept]",1.0001104261093394,exp2,cue,full
"r_participant__hu[114,Intercept]",1.0000032850150644,exp2,cue,full
"r_participant__hu[115,Intercept]",1.000089644299792,exp2,cue,full
"r_participant__hu[065,condpresent]",1.0002800706492894,exp2,cue,full
"r_participant__hu[066,condpresent]",1.0000180663158451,exp2,cue,full
"r_participant__hu[067,condpresent]",1.0000489547371942,exp2,cue,full
"r_participant__hu[068,condpresent]",1.0000230671387311,exp2,cue,full
"r_participant__hu[069,condpresent]",1.0000669915029905,exp2,cue,full
"r_participant__hu[070,condpresent]",0.9999810776364484,exp2,cue,full
"r_participant__hu[071,condpresent]",0.9999810473375892,exp2,cue,full
"r_participant__hu[072,condpresent]",1.0002405081330237,exp2,cue,full
"r_participant__hu[073,condpresent]",0.9999500044911077,exp2,cue,full
"r_participant__hu[074,condpresent]",0.9999993806878336,exp2,cue,full
"r_participant__hu[075,condpresent]",1.00008788119687,exp2,cue,full
"r_participant__hu[076,condpresent]",1.0000137851736548,exp2,cue,full
"r_participant__hu[077,condpresent]",1.0000759811053703,exp2,cue,full
"r_participant__hu[078,condpresent]",1.0002139004687152,exp2,cue,full
"r_participant__hu[079,condpresent]",1.0000371838646689,exp2,cue,full
"r_participant__hu[080,condpresent]",1.0000302318776422,exp2,cue,full
"r_participant__hu[081,condpresent]",0.9999795802961465,exp2,cue,full
"r_participant__hu[082,condpresent]",1.000137949227555,exp2,cue,full
"r_participant__hu[083,condpresent]",1.0000966515359182,exp2,cue,full
"r_participant__hu[084,condpresent]",1.0000120942547022,exp2,cue,full
"r_participant__hu[085,condpresent]",1.0001692396953308,exp2,cue,full
"r_participant__hu[086,condpresent]",0.9999718332192817,exp2,cue,full
"r_participant__hu[087,condpresent]",1.0000221943215486,exp2,cue,full
"r_participant__hu[088,condpresent]",0.9999391654358796,exp2,cue,full
"r_participant__hu[089,condpresent]",1.0002952520227888,exp2,cue,full
"r_participant__hu[090,condpresent]",0.999989562798374,exp2,cue,full
"r_participant__hu[091,condpresent]",1.0000743586847736,exp2,cue,full
"r_participant__hu[092,condpresent]",1.0001713116555258,exp2,cue,full
"r_participant__hu[093,condpresent]",1.000079462337864,exp2,cue,full
"r_participant__hu[095,condpresent]",1.000031709048016,exp2,cue,full
"r_participant__hu[096,condpresent]",1.0001528869788419,exp2,cue,full
"r_participant__hu[097,condpresent]",1.0000124504653363,exp2,cue,full
"r_participant__hu[098,condpresent]",0.999975381521191,exp2,cue,full
"r_participant__hu[099,condpresent]",1.0000169886289123,exp2,cue,full
"r_participant__hu[100,condpresent]",1.0001322072876193,exp2,cue,full
"r_participant__hu[101,condpresent]",1.000103562512721,exp2,cue,full
"r_participant__hu[102,condpresent]",1.0001145206477706,exp2,cue,full
"r_participant__hu[103,condpresent]",1.0000784077282159,exp2,cue,full
"r_participant__hu[104,condpresent]",1.0000167497303494,exp2,cue,full
"r_participant__hu[105,condpresent]",0.9999679801951348,exp2,cue,full
"r_participant__hu[106,condpresent]",1.0000731230827467,exp2,cue,full
"r_participant__hu[107,condpresent]",1.0000309441265316,exp2,cue,full
"r_participant__hu[108,condpresent]",1.000151869399147,exp2,cue,full
"r_participant__hu[109,condpresent]",1.0000146985023761,exp2,cue,full
"r_participant__hu[110,condpresent]",1.000055430900473,exp2,cue,full
"r_participant__hu[111,condpresent]",1.0002558519277032,exp2,cue,full
"r_participant__hu[112,condpresent]",1.000013727703845,exp2,cue,full
"r_participant__hu[113,condpresent]",1.000138515775232,exp2,cue,full
"r_participant__hu[114,condpresent]",1.0000616227156545,exp2,cue,full
"r_participant__hu[115,condpresent]",1.0002249304630029,exp2,cue,full
lprior,1.000428334140508,exp2,cue,full
lp__,1.0002694122525992,exp2,cue,full
"z_1[1,1]",1.000073379623678,exp2,cue,full
"z_1[2,1]",1.0003362853842408,exp2,cue,full
"z_1[1,2]",0.99998691334994,exp2,cue,full
"z_1[2,2]",1.0001330466033391,exp2,cue,full
"z_1[1,3]",1.0000091838691423,exp2,cue,full
"z_1[2,3]",0.9999448949634427,exp2,cue,full
"z_1[1,4]",1.0002009298727879,exp2,cue,full
"z_1[2,4]",1.0000318233375418,exp2,cue,full
"z_1[1,5]",1.0000083873309522,exp2,cue,full
"z_1[2,5]",1.0000129860907938,exp2,cue,full
"z_1[1,6]",1.0001001907017293,exp2,cue,full
"z_1[2,6]",1.0000457481767773,exp2,cue,full
"z_1[1,7]",1.00016547384326,exp2,cue,full
"z_1[2,7]",1.0000653373537327,exp2,cue,full
"z_1[1,8]",1.000013131337104,exp2,cue,full
"z_1[2,8]",1.0002502094321941,exp2,cue,full
"z_1[1,9]",1.000183767643541,exp2,cue,full
"z_1[2,9]",1.0001131911182168,exp2,cue,full
"z_1[1,10]",1.0002793813095465,exp2,cue,full
"z_1[2,10]",1.0000723262994236,exp2,cue,full
"z_1[1,11]",1.0000137934181492,exp2,cue,full
"z_1[2,11]",1.00001056187006,exp2,cue,full
"z_1[1,12]",1.0000070810602744,exp2,cue,full
"z_1[2,12]",1.000083124159838,exp2,cue,full
"z_1[1,13]",1.000065404467476,exp2,cue,full
"z_1[2,13]",1.0000820692067618,exp2,cue,full
"z_1[1,14]",1.000108456227346,exp2,cue,full
"z_1[2,14]",1.0002462991301995,exp2,cue,full
"z_1[1,15]",1.0000396215580194,exp2,cue,full
"z_1[2,15]",1.0000448439811362,exp2,cue,full
"z_1[1,16]",1.0001377859681613,exp2,cue,full
"z_1[2,16]",1.0001281635625503,exp2,cue,full
"z_1[1,17]",1.000039271954102,exp2,cue,full
"z_1[2,17]",1.0003397218277357,exp2,cue,full
"z_1[1,18]",1.00006762873632,exp2,cue,full
"z_1[2,18]",1.0001250041942489,exp2,cue,full
"z_1[1,19]",1.0000796411880575,exp2,cue,full
"z_1[2,19]",1.000150084369141,exp2,cue,full
"z_1[1,20]",1.0002396410400998,exp2,cue,full
"z_1[2,20]",1.0001249055225543,exp2,cue,full
"z_1[1,21]",1.000113423845779,exp2,cue,full
"z_1[2,21]",1.0002227642260437,exp2,cue,full
"z_1[1,22]",1.0000399877835413,exp2,cue,full
"z_1[2,22]",1.000499636292473,exp2,cue,full
"z_1[1,23]",1.0000684385406142,exp2,cue,full
"z_1[2,23]",0.9999936771757765,exp2,cue,full
"z_1[1,24]",0.9999476450051606,exp2,cue,full
"z_1[2,24]",1.0001660927491172,exp2,cue,full
"z_1[1,25]",1.0000903401050403,exp2,cue,full
"z_1[2,25]",1.0001773594981853,exp2,cue,full
"z_1[1,26]",1.0001006394338015,exp2,cue,full
"z_1[2,26]",0.9999871704694434,exp2,cue,full
"z_1[1,27]",1.0000788880549858,exp2,cue,full
"z_1[2,27]",1.0001944498409006,exp2,cue,full
"z_1[1,28]",0.9999894541814545,exp2,cue,full
"z_1[2,28]",0.9999703499453882,exp2,cue,full
"z_1[1,29]",1.000062946088351,exp2,cue,full
"z_1[2,29]",0.9999956231452384,exp2,cue,full
"z_1[1,30]",1.0000305489294385,exp2,cue,full
"z_1[2,30]",1.0000814341666098,exp2,cue,full
"z_1[1,31]",1.0000303818029082,exp2,cue,full
"z_1[2,31]",0.9999917146642514,exp2,cue,full
"z_1[1,32]",1.000161782822677,exp2,cue,full
"z_1[2,32]",1.000302855117734,exp2,cue,full
"z_1[1,33]",1.0000297795636615,exp2,cue,full
"z_1[2,33]",0.9999915419148592,exp2,cue,full
"z_1[1,34]",1.0000816691626517,exp2,cue,full
"z_1[2,34]",1.000095485915391,exp2,cue,full
"z_1[1,35]",1.0001676263858534,exp2,cue,full
"z_1[2,35]",1.0000478786500564,exp2,cue,full
"z_1[1,36]",1.0001954533191966,exp2,cue,full
"z_1[2,36]",1.0001211636605278,exp2,cue,full
"z_1[1,37]",1.0001945184039003,exp2,cue,full
"z_1[2,37]",1.0000855472157075,exp2,cue,full
"z_1[1,38]",1.0001234725927466,exp2,cue,full
"z_1[2,38]",1.0000157918292996,exp2,cue,full
"z_1[1,39]",1.0001849016899258,exp2,cue,full
"z_1[2,39]",1.00048324380347,exp2,cue,full
"z_1[1,40]",0.999982422202088,exp2,cue,full
"z_1[2,40]",1.0000106761299046,exp2,cue,full
"z_1[1,41]",1.0000726772216133,exp2,cue,full
"z_1[2,41]",0.9999883049360726,exp2,cue,full
"z_1[1,42]",1.0002428228385578,exp2,cue,full
"z_1[2,42]",1.0000945498246456,exp2,cue,full
"z_1[1,43]",1.0000780555361293,exp2,cue,full
"z_1[2,43]",1.0000716533578695,exp2,cue,full
"z_1[1,44]",1.0000578583608266,exp2,cue,full
"z_1[2,44]",1.0000266065607268,exp2,cue,full
"z_1[1,45]",1.0000110164498188,exp2,cue,full
"z_1[2,45]",1.0000632483753786,exp2,cue,full
"z_1[1,46]",1.0001388183925157,exp2,cue,full
"z_1[2,46]",1.0001480655443693,exp2,cue,full
"z_1[1,47]",1.0002292517902092,exp2,cue,full
"z_1[2,47]",1.000104459745384,exp2,cue,full
"z_1[1,48]",1.0001069312778466,exp2,cue,full
"z_1[2,48]",1.0000387172809544,exp2,cue,full
"z_1[1,49]",0.9999919174426511,exp2,cue,full
"z_1[2,49]",1.0000755577420586,exp2,cue,full
"z_1[1,50]",1.0000036948901276,exp2,cue,full
"z_1[2,50]",0.9999626228661316,exp2,cue,full
"L_1[1,1]",NA,exp2,cue,full
"L_1[2,1]",1.0001300351870754,exp2,cue,full
"L_1[1,2]",NA,exp2,cue,full
"L_1[2,2]",1.0001135044136962,exp2,cue,full
"z_2[1,1]",0.9999921564002419,exp2,cue,full
"z_2[2,1]",1.000219686050156,exp2,cue,full
"z_2[1,2]",1.0001100859195715,exp2,cue,full
"z_2[2,2]",1.0000133558722117,exp2,cue,full
"z_2[1,3]",1.0000298774723966,exp2,cue,full
"z_2[2,3]",1.0000460296942124,exp2,cue,full
"z_2[1,4]",1.000089426065187,exp2,cue,full
"z_2[2,4]",1.0000034483556421,exp2,cue,full
"z_2[1,5]",0.9999219917347216,exp2,cue,full
"z_2[2,5]",1.0000387500533607,exp2,cue,full
"z_2[1,6]",1.000083322066895,exp2,cue,full
"z_2[2,6]",0.9999600750792903,exp2,cue,full
"z_2[1,7]",1.0000880074546465,exp2,cue,full
"z_2[2,7]",1.0000128099084002,exp2,cue,full
"z_2[1,8]",1.0002516328633233,exp2,cue,full
"z_2[2,8]",1.000045263684603,exp2,cue,full
"z_2[1,9]",1.0000124082880373,exp2,cue,full
"z_2[2,9]",0.9999471428494221,exp2,cue,full
"z_2[1,10]",1.0000159313655583,exp2,cue,full
"z_2[2,10]",1.0000052038575784,exp2,cue,full
"z_2[1,11]",1.00020871564201,exp2,cue,full
"z_2[2,11]",1.0000708119605035,exp2,cue,full
"z_2[1,12]",1.0001461901500848,exp2,cue,full
"z_2[2,12]",0.9999703373097076,exp2,cue,full
"z_2[1,13]",1.000082470807483,exp2,cue,full
"z_2[2,13]",1.0001496247894306,exp2,cue,full
"z_2[1,14]",1.0002532223062166,exp2,cue,full
"z_2[2,14]",1.000202610852798,exp2,cue,full
"z_2[1,15]",1.0000969987851926,exp2,cue,full
"z_2[2,15]",1.0000045198414613,exp2,cue,full
"z_2[1,16]",1.000086474860814,exp2,cue,full
"z_2[2,16]",1.0000026443176633,exp2,cue,full
"z_2[1,17]",1.0000522409306645,exp2,cue,full
"z_2[2,17]",1.0000820571897386,exp2,cue,full
"z_2[1,18]",1.0002430656600592,exp2,cue,full
"z_2[2,18]",1.0000855308400647,exp2,cue,full
"z_2[1,19]",1.000032065505187,exp2,cue,full
"z_2[2,19]",1.0000039155961544,exp2,cue,full
"z_2[1,20]",1.0000039816965505,exp2,cue,full
"z_2[2,20]",1.0001221905116047,exp2,cue,full
"z_2[1,21]",1.0000320737936148,exp2,cue,full
"z_2[2,21]",1.000054698329455,exp2,cue,full
"z_2[1,22]",1.000054962279479,exp2,cue,full
"z_2[2,22]",1.0001690644512091,exp2,cue,full
"z_2[1,23]",1.000056786193618,exp2,cue,full
"z_2[2,23]",0.999978780306831,exp2,cue,full
"z_2[1,24]",1.0001230468319142,exp2,cue,full
"z_2[2,24]",1.0000033944167568,exp2,cue,full
"z_2[1,25]",1.0002197183134849,exp2,cue,full
"z_2[2,25]",1.0001813730673306,exp2,cue,full
"z_2[1,26]",1.0000042683649235,exp2,cue,full
"z_2[2,26]",1.0000434573523884,exp2,cue,full
"z_2[1,27]",1.0000752889788662,exp2,cue,full
"z_2[2,27]",1.0001616335477892,exp2,cue,full
"z_2[1,28]",1.0000921406151946,exp2,cue,full
"z_2[2,28]",1.000092461992343,exp2,cue,full
"z_2[1,29]",1.0000631475224184,exp2,cue,full
"z_2[2,29]",1.0001147087932927,exp2,cue,full
"z_2[1,30]",1.0000393026292846,exp2,cue,full
"z_2[2,30]",1.0000840454184128,exp2,cue,full
"z_2[1,31]",1.0000981412811218,exp2,cue,full
"z_2[2,31]",1.0000799062846009,exp2,cue,full
"z_2[1,32]",1.000053236637967,exp2,cue,full
"z_2[2,32]",1.000000867208453,exp2,cue,full
"z_2[1,33]",1.0000862929305279,exp2,cue,full
"z_2[2,33]",0.9999793206615952,exp2,cue,full
"z_2[1,34]",1.0000254000971924,exp2,cue,full
"z_2[2,34]",1.0000183357617867,exp2,cue,full
"z_2[1,35]",1.000046056631339,exp2,cue,full
"z_2[2,35]",1.0000841911407314,exp2,cue,full
"z_2[1,36]",1.0000649244815476,exp2,cue,full
"z_2[2,36]",1.000131885471787,exp2,cue,full
"z_2[1,37]",1.0001013559865628,exp2,cue,full
"z_2[2,37]",1.0000874402686681,exp2,cue,full
"z_2[1,38]",1.000022990435164,exp2,cue,full
"z_2[2,38]",1.0000422334147607,exp2,cue,full
"z_2[1,39]",1.0000299124235932,exp2,cue,full
"z_2[2,39]",1.000036476647001,exp2,cue,full
"z_2[1,40]",1.00006967816808,exp2,cue,full
"z_2[2,40]",0.999988911726152,exp2,cue,full
"z_2[1,41]",1.0000863757885776,exp2,cue,full
"z_2[2,41]",1.0000165445467766,exp2,cue,full
"z_2[1,42]",1.0001183628205683,exp2,cue,full
"z_2[2,42]",0.9999437572479996,exp2,cue,full
"z_2[1,43]",1.0000610835903316,exp2,cue,full
"z_2[2,43]",1.00007509003446,exp2,cue,full
"z_2[1,44]",1.0001956074798368,exp2,cue,full
"z_2[2,44]",1.0000091795170816,exp2,cue,full
"z_2[1,45]",1.0001434208893893,exp2,cue,full
"z_2[2,45]",1.000058826654599,exp2,cue,full
"z_2[1,46]",1.0000358901653865,exp2,cue,full
"z_2[2,46]",1.000082213851289,exp2,cue,full
"z_2[1,47]",1.000077945634016,exp2,cue,full
"z_2[2,47]",0.9999914419941659,exp2,cue,full
"z_2[1,48]",1.0000906485320193,exp2,cue,full
"z_2[2,48]",1.0000724238151486,exp2,cue,full
"z_2[1,49]",1.0001438999640684,exp2,cue,full
"z_2[2,49]",1.0000888758178041,exp2,cue,full
"z_2[1,50]",1.0000974048474038,exp2,cue,full
"z_2[2,50]",1.0000759857195343,exp2,cue,full
"L_2[1,1]",NA,exp2,cue,full
"L_2[2,1]",1.0003487026937476,exp2,cue,full
"L_2[1,2]",NA,exp2,cue,full
"L_2[2,2]",1.0004207706692345,exp2,cue,full
